Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC03876,UMKM Mandiri,Bob,A,Williams,III,PT Makmur,Manager,Tidak,Tidak,Ya,Ya,Tidak Ada,Setiap Hari,<2015,Tidak,Ya,Tidak,Medium,5-15 Juta,1-2 Orang,Online-Only,Formal,Bersedia
ACC03877,Kios Mandiri,Jane,B,Martinez,,CV Sentosa,President,Ya,Tidak,Tidak,Ya,Instagram,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Micro,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03878,Toko Mandiri,Jane,B,Miller,Jr.,CV Bersama,Owner,Tidak,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Ya,Small,5-15 Juta,>10 Orang,Rumah,Formal,Tidak Bersedia
ACC03879,Warung Berkah,Alice,C,Johnson,Sr.,Perorangan Sentosa,President,Ya,Tidak,Ya,Tidak,WhatsApp,Jarang,2019-2021,Ya,Ya,Ya,Medium,<5 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03880,Kios Mandiri,Eve,A,Davis,III,Perorangan Utama,CEO,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Ya,Tidak,Small,15-30 Juta,1-2 Orang,Toko,Dalam Proses,Bersedia
ACC03881,Toko Sejahtera,Lucy,A,Garcia,Sr.,UD Sentosa,CEO,Ya,Ya,Ya,Tidak,WhatsApp,Jarang,2019-2021,Ya,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC03882,Kios Sejahtera,Ella,D,Miller,,UD Sentosa,President,Tidak,Ya,Ya,Tidak,Instagram,Tidak Pernah,2019-2021,Tidak,Ya,Ya,Small,>30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC03883,Toko Berkah,Charlie,,Garcia,III,PT Utama,Manager,Ya,Ya,Ya,Tidak,WhatsApp,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC03884,Toko Jaya,Tom,C,Davis,Sr.,Perorangan Utama,CEO,Tidak,Ya,Tidak,Ya,Facebook,Tidak Pernah,2019-2021,Tidak,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03885,Toko Jaya,Eve,B,Davis,,Perorangan Abadi,Owner,Tidak,Tidak,Ya,Ya,TikTok,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Rumah,Dalam Proses,Bersedia
ACC03886,Toko Berkah,John,D,Martinez,III,UD Bersama,President,Tidak,Tidak,Tidak,Tidak,TikTok,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC03887,Kios Jaya,Bob,,Martinez,Jr.,PT Sentosa,President,Ya,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC03888,UMKM Berkah,John,B,Smith,,Perorangan Abadi,President,Ya,Ya,Ya,Tidak,Tidak Ada,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,15-30 Juta,3-5 Orang,Rumah,Formal,Bersedia
ACC03889,UMKM Berkah,Alice,A,Miller,Jr.,Perorangan Makmur,President,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,<5 Juta,>10 Orang,Rumah,Dalam Proses,Bersedia
ACC03890,Usaha Berkah,Bob,D,Johnson,Jr.,Perorangan Utama,Manager,Ya,Ya,Ya,Tidak,Tidak Ada,Setiap Hari,2015-2018,Ya,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC03891,UMKM Jaya,Jane,D,Rodriguez,Jr.,UD Utama,Owner,Ya,Tidak,Ya,Ya,WhatsApp,Tidak Pernah,2015-2018,Ya,Tidak,Ya,Small,>30 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC03892,Usaha Maju,Alice,,Brown,,CV Abadi,Owner,Tidak,Tidak,Ya,Ya,Instagram,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Toko,Informal,Tidak Bersedia
ACC03893,Usaha Berkah,Jane,B,Jones,Sr.,PT Makmur,Owner,Ya,Ya,Ya,Ya,TikTok,Setiap Hari,<2015,Tidak,Tidak,Ya,Medium,15-30 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC03894,UMKM Berkah,Charlie,D,Jones,Jr.,PT Bersama,Director,Ya,Ya,Tidak,Tidak,Instagram,Jarang,<2015,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC03895,Usaha Maju,David,B,Williams,Sr.,PT Utama,Manager,Tidak,Ya,Ya,Ya,Facebook,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Toko,Informal,Tidak Bersedia
ACC03896,Kios Maju,Jane,,Garcia,III,PT Sentosa,President,Ya,Ya,Ya,Ya,WhatsApp,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Micro,>30 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC03897,Warung Mandiri,Charlie,D,Johnson,III,CV Bersama,President,Ya,Tidak,Tidak,Ya,WhatsApp,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC03898,UMKM Sejahtera,John,B,Johnson,Jr.,CV Makmur,President,Tidak,Tidak,Tidak,Ya,Tidak Ada,Jarang,2019-2021,Tidak,Tidak,Ya,Medium,>30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC03899,Kios Mandiri,Tom,A,Rodriguez,,Perorangan Bersama,Director,Ya,Ya,Ya,Tidak,Facebook,Tidak Pernah,2022-Sekarang,Tidak,Ya,Tidak,Micro,5-15 Juta,1-2 Orang,Toko,Dalam Proses,Bersedia
ACC03900,Usaha Berkah,Alice,D,Smith,III,PT Utama,Director,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Ya,Ya,Small,>30 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC03901,Kios Mandiri,Bob,,Martinez,Sr.,CV Sentosa,Manager,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Tidak,Small,15-30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC03902,UMKM Sejahtera,Alice,C,Garcia,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Micro,>30 Juta,1-2 Orang,Toko,Formal,Bersedia
ACC03903,UMKM Maju,Charlie,D,Jones,,Perorangan Sentosa,Manager,Ya,Ya,Ya,Tidak,Instagram,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Ya,Small,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC03904,Warung Maju,Lucy,A,Garcia,Jr.,UD Utama,Director,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,5-15 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC03905,Kios Berkah,David,C,Garcia,III,PT Utama,President,Tidak,Tidak,Ya,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC03906,Kios Mandiri,David,A,Johnson,Sr.,CV Sentosa,Owner,Tidak,Ya,Tidak,Ya,Tidak Ada,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Micro,15-30 Juta,1-2 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03907,UMKM Maju,David,B,Martinez,,Perorangan Bersama,President,Tidak,Tidak,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Small,<5 Juta,3-5 Orang,Rumah,Dalam Proses,Bersedia
ACC03908,Kios Sejahtera,Jane,C,Williams,Sr.,Perorangan Bersama,Owner,Ya,Tidak,Tidak,Ya,Instagram,Setiap Hari,<2015,Tidak,Ya,Tidak,Medium,15-30 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC03909,Warung Sejahtera,Jane,C,Jones,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Ya,TikTok,Tidak Pernah,2015-2018,Tidak,Ya,Ya,Micro,15-30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC03910,UMKM Maju,David,A,Johnson,III,CV Makmur,Manager,Ya,Ya,Tidak,Tidak,WhatsApp,Tidak Pernah,Belum Mengadopsi,Ya,Ya,Ya,Micro,<5 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC03911,Warung Sejahtera,Lucy,,Garcia,Sr.,UD Bersama,Owner,Tidak,Tidak,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Ya,Tidak,Micro,<5 Juta,1-2 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03912,Warung Mandiri,Ella,,Williams,III,Perorangan Makmur,Director,Tidak,Ya,Ya,Ya,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Ya,Ya,Small,15-30 Juta,6-10 Orang,Rumah,Formal,Bersedia
ACC03913,Kios Sejahtera,Alice,D,Rodriguez,III,UD Utama,Manager,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03914,Warung Jaya,John,C,Miller,Jr.,CV Utama,President,Tidak,Ya,Ya,Tidak,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,>30 Juta,>10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC03915,UMKM Berkah,Eve,A,Brown,Jr.,PT Sentosa,President,Ya,Ya,Tidak,Ya,Instagram,Jarang,2019-2021,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03916,UMKM Berkah,Bob,C,Jones,III,CV Sentosa,Manager,Ya,Tidak,Tidak,Tidak,TikTok,Jarang,2015-2018,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC03917,Toko Berkah,John,B,Rodriguez,Jr.,UD Bersama,CEO,Tidak,Ya,Tidak,Ya,TikTok,Jarang,2015-2018,Tidak,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC03918,UMKM Sejahtera,Tom,,Jones,Jr.,CV Makmur,Owner,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Medium,<5 Juta,>10 Orang,Online-Only,Formal,Bersedia
ACC03919,Warung Jaya,Jane,,Smith,III,UD Makmur,Manager,Ya,Tidak,Tidak,Tidak,Instagram,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Small,15-30 Juta,6-10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03920,Usaha Berkah,Eve,B,Johnson,III,CV Makmur,President,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Ya,Micro,<5 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC03921,Kios Maju,Lucy,D,Miller,,PT Abadi,CEO,Tidak,Ya,Tidak,Tidak,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Toko,Dalam Proses,Bersedia
ACC03922,UMKM Jaya,Alice,,Johnson,Jr.,UD Makmur,CEO,Ya,Tidak,Tidak,Ya,TikTok,Tidak Pernah,2022-Sekarang,Ya,Ya,Ya,Medium,>30 Juta,3-5 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC03923,Usaha Berkah,Charlie,B,Davis,Sr.,PT Bersama,Manager,Tidak,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Rumah,Formal,Tidak Bersedia
ACC03924,Warung Jaya,Alice,C,Smith,III,Perorangan Sentosa,President,Ya,Ya,Ya,Ya,TikTok,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Small,5-15 Juta,6-10 Orang,Toko,Dalam Proses,Bersedia
ACC03925,UMKM Mandiri,Eve,D,Miller,Jr.,PT Sentosa,Owner,Tidak,Ya,Tidak,Ya,Facebook,Setiap Hari,2015-2018,Ya,Tidak,Ya,Small,>30 Juta,3-5 Orang,Rumah,Dalam Proses,Bersedia
ACC03926,Warung Sejahtera,Jane,D,Jones,Sr.,UD Sentosa,Director,Ya,Tidak,Ya,Tidak,WhatsApp,Jarang,<2015,Tidak,Tidak,Ya,Micro,>30 Juta,6-10 Orang,Toko,Dalam Proses,Bersedia
ACC03927,Toko Maju,David,,Martinez,Sr.,Perorangan Abadi,Owner,Tidak,Ya,Ya,Tidak,Facebook,Jarang,<2015,Ya,Tidak,Tidak,Micro,>30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC03928,Toko Sejahtera,Ella,B,Johnson,Sr.,UD Sentosa,CEO,Ya,Tidak,Tidak,Ya,TikTok,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Micro,5-15 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC03929,UMKM Jaya,Jane,B,Jones,,PT Abadi,Director,Tidak,Ya,Ya,Ya,TikTok,Jarang,2015-2018,Tidak,Ya,Tidak,Medium,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC03930,Kios Sejahtera,John,B,Jones,,PT Utama,Director,Tidak,Ya,Tidak,Ya,Tidak Ada,Jarang,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,>30 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC03931,Kios Sejahtera,Ella,,Garcia,Jr.,Perorangan Utama,Owner,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Small,<5 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC03932,Usaha Mandiri,Lucy,D,Brown,,CV Abadi,Manager,Tidak,Tidak,Ya,Ya,Tidak Ada,Setiap Hari,2019-2021,Ya,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03933,Warung Mandiri,Bob,B,Brown,,PT Bersama,CEO,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Rumah,Formal,Bersedia
ACC03934,Kios Maju,Jane,D,Davis,Sr.,Perorangan Abadi,President,Tidak,Ya,Tidak,Tidak,Instagram,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC03935,Usaha Jaya,John,B,Garcia,Sr.,Perorangan Makmur,Owner,Tidak,Ya,Ya,Tidak,Tidak Ada,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Micro,5-15 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC03936,UMKM Maju,John,B,Williams,Jr.,UD Abadi,Owner,Ya,Tidak,Tidak,Ya,Instagram,Jarang,2015-2018,Ya,Tidak,Ya,Small,15-30 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC03937,UMKM Mandiri,Jane,A,Smith,Sr.,Perorangan Bersama,Manager,Tidak,Ya,Tidak,Tidak,Instagram,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,>30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03938,Kios Jaya,Charlie,D,Johnson,Jr.,PT Bersama,Manager,Ya,Tidak,Ya,Ya,WhatsApp,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Small,<5 Juta,>10 Orang,Toko,Informal,Bersedia
ACC03939,Toko Jaya,Ella,C,Garcia,Sr.,CV Sentosa,Director,Tidak,Tidak,Ya,Tidak,Instagram,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC03940,Usaha Sejahtera,Alice,B,Miller,Sr.,CV Utama,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Medium,<5 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC03941,Kios Sejahtera,Lucy,A,Martinez,Jr.,Perorangan Abadi,President,Ya,Ya,Ya,Tidak,WhatsApp,Tidak Pernah,2019-2021,Ya,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Rumah,Formal,Bersedia
ACC03942,UMKM Mandiri,Jane,B,Johnson,,CV Makmur,Owner,Tidak,Ya,Ya,Ya,WhatsApp,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Medium,>30 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03943,Kios Berkah,Bob,A,Jones,,Perorangan Sentosa,Director,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Ya,Ya,Tidak,Micro,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC03944,UMKM Mandiri,Eve,A,Miller,III,PT Utama,President,Ya,Tidak,Tidak,Tidak,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC03945,Toko Maju,Alice,,Johnson,Sr.,CV Makmur,Owner,Tidak,Ya,Tidak,Tidak,Tidak Ada,Jarang,<2015,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC03946,Warung Sejahtera,Alice,C,Miller,Sr.,Perorangan Sentosa,Owner,Ya,Tidak,Ya,Ya,Facebook,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Micro,5-15 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC03947,Toko Sejahtera,Bob,A,Jones,III,Perorangan Bersama,President,Tidak,Tidak,Tidak,Ya,Facebook,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Micro,5-15 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC03948,Kios Berkah,David,A,Johnson,,PT Abadi,Manager,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC03949,Kios Jaya,John,D,Garcia,Sr.,PT Bersama,Owner,Ya,Ya,Tidak,Tidak,Instagram,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,15-30 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC03950,UMKM Maju,Jane,B,Davis,Sr.,Perorangan Abadi,President,Ya,Tidak,Ya,Tidak,Facebook,Tidak Pernah,2015-2018,Tidak,Tidak,Tidak,Medium,15-30 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03951,Toko Jaya,Bob,A,Brown,Sr.,UD Makmur,Director,Ya,Ya,Ya,Ya,Facebook,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Small,>30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC03952,Toko Sejahtera,Charlie,B,Brown,Sr.,CV Bersama,President,Tidak,Ya,Ya,Ya,WhatsApp,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC03953,Toko Mandiri,John,D,Davis,,PT Makmur,Manager,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Sebulan,2015-2018,Tidak,Ya,Tidak,Medium,5-15 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC03954,Usaha Mandiri,Alice,C,Miller,Sr.,Perorangan Bersama,CEO,Tidak,Ya,Tidak,Ya,Tidak Ada,Jarang,<2015,Tidak,Tidak,Tidak,Micro,15-30 Juta,3-5 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC03955,UMKM Sejahtera,John,A,Rodriguez,Sr.,CV Sentosa,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,15-30 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC03956,Warung Maju,Ella,D,Jones,Jr.,UD Abadi,Owner,Ya,Ya,Ya,Ya,TikTok,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Online-Only,Informal,Tidak Bersedia
ACC03957,Kios Berkah,David,D,Smith,,CV Sentosa,President,Tidak,Tidak,Ya,Ya,TikTok,Tidak Pernah,2019-2021,Ya,Tidak,Tidak,Micro,5-15 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC03958,Toko Jaya,Jane,,Martinez,,PT Bersama,Director,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC03959,UMKM Mandiri,Ella,A,Johnson,Jr.,Perorangan Utama,Owner,Tidak,Ya,Ya,Tidak,WhatsApp,Setiap Hari,2015-2018,Tidak,Ya,Ya,Small,>30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC03960,Kios Maju,Tom,,Brown,,UD Sentosa,President,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Ya,Ya,Medium,15-30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC03961,Kios Jaya,John,A,Jones,Jr.,Perorangan Sentosa,President,Tidak,Ya,Ya,Tidak,Facebook,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Small,<5 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC03962,UMKM Maju,Jane,D,Johnson,III,UD Sentosa,President,Tidak,Ya,Tidak,Tidak,Tidak Ada,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,<5 Juta,>10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC03963,Kios Sejahtera,Tom,,Davis,,UD Utama,President,Ya,Ya,Ya,Tidak,WhatsApp,Jarang,2015-2018,Tidak,Ya,Tidak,Small,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC03964,UMKM Mandiri,Eve,C,Rodriguez,III,UD Bersama,Manager,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Small,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC03965,Warung Berkah,Ella,A,Johnson,,UD Abadi,Director,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Micro,>30 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC03966,Kios Berkah,Eve,C,Smith,Jr.,PT Bersama,Owner,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC03967,Usaha Maju,Jane,B,Martinez,III,CV Sentosa,Director,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC03968,Toko Maju,Bob,,Smith,,UD Utama,Director,Ya,Ya,Ya,Tidak,Instagram,Tidak Pernah,2015-2018,Tidak,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC03969,Usaha Jaya,Eve,A,Davis,Sr.,Perorangan Abadi,CEO,Tidak,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,<2015,Tidak,Ya,Tidak,Micro,<5 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC03970,Usaha Mandiri,John,B,Johnson,Jr.,Perorangan Makmur,Owner,Ya,Ya,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Micro,15-30 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC03971,UMKM Mandiri,Charlie,A,Martinez,,UD Sentosa,Owner,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Ya,Ya,Micro,<5 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC03972,Kios Maju,Charlie,,Garcia,Jr.,Perorangan Bersama,President,Tidak,Tidak,Ya,Tidak,Facebook,Setiap Hari,2015-2018,Ya,Tidak,Tidak,Small,<5 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC03973,Warung Mandiri,Alice,B,Davis,,CV Bersama,CEO,Ya,Ya,Ya,Tidak,TikTok,Setiap Hari,2022-Sekarang,Tidak,Tidak,Tidak,Medium,>30 Juta,>10 Orang,Online-Only,Dalam Proses,Bersedia
ACC03974,Usaha Mandiri,Charlie,B,Johnson,,CV Makmur,President,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,2019-2021,Ya,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC03975,Warung Jaya,Alice,C,Jones,,Perorangan Sentosa,Director,Ya,Ya,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,>30 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC03976,Toko Jaya,John,D,Garcia,Sr.,UD Bersama,Manager,Tidak,Ya,Ya,Tidak,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Small,<5 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC03977,Warung Jaya,Tom,,Johnson,III,UD Makmur,CEO,Ya,Ya,Tidak,Tidak,Instagram,Setiap Hari,2019-2021,Ya,Ya,Ya,Small,<5 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC03978,Toko Berkah,Lucy,A,Jones,III,Perorangan Abadi,President,Tidak,Ya,Ya,Ya,Tidak Ada,Jarang,2022-Sekarang,Tidak,Ya,Tidak,Medium,>30 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC03979,Kios Jaya,John,,Martinez,III,PT Abadi,CEO,Ya,Ya,Tidak,Ya,Instagram,Setiap Hari,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC03980,UMKM Jaya,Ella,B,Garcia,Sr.,PT Utama,CEO,Tidak,Ya,Tidak,Ya,Tidak Ada,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Ya,Tidak,Small,5-15 Juta,3-5 Orang,Pasar,Informal,Bersedia
